doi,title,year,journal,themes,methods,split
https://doi.org/10.1002/met.1955,RoadSurf‐Pedestrian: a sidewalk condition model to predict risk for wintertime slipping injuries,2020,Meteorological Applications,air-quality-exposure,numerical_modeling,blind_test
https://doi.org/10.1002/met.1961,A comparative study of convolutional neural network models for wind field downscaling,2020,Meteorological Applications,cloud-precipitation-microphysics;aerosols;observations-instruments;climate-variability-change;model-evaluation-downscaling;statistics-causal-ml,numerical_modeling;statistical_ml,train
https://doi.org/10.1002/met.1973,Using machine learning to predict fire‐ignition occurrences from lightning forecasts,2021,Meteorological Applications,dynamics-weather-systems;forecasting-predictability;statistics-causal-ml,statistical_ml,train
https://doi.org/10.1002/met.1990,Response of surface ozone concentration to emission reduction and meteorology during the COVID‐19 lockdown in Europe,2021,Meteorological Applications,forecasting-predictability;atmospheric-chemistry;air-quality-exposure,unspecified,train
https://doi.org/10.1002/met.2002,Calibration of non‐catching precipitation measurement instruments: A review,2021,Meteorological Applications,cloud-precipitation-microphysics;remote-sensing-retrieval;observations-instruments;hydrometeorology;land-atmosphere,observation;remote_sensing;numerical_modeling;review_synthesis,train
https://doi.org/10.1002/met.2024,Responses of extreme high temperatures to urbanization in the Beijing–Tianjin–Hebei urban agglomeration in the context of a changing climate,2021,Meteorological Applications,air-quality-exposure;climate-variability-change;extremes;land-atmosphere,numerical_modeling,train
https://doi.org/10.1002/met.2049,Climatic zoning of Ghana using selected meteorological variables for the period 1976–2018,2022,Meteorological Applications,climate-variability-change;extremes;hydrometeorology,numerical_modeling,train
https://doi.org/10.1002/met.2065,An open workflow to gain insights about low‐likelihood high‐impact weather events from initialized predictions,2022,Meteorological Applications,forecasting-predictability;climate-variability-change;extremes,numerical_modeling;review_synthesis,train
https://doi.org/10.1002/met.2075,How useful are crowdsourced air temperature observations? An assessment of Netatmo stations and quality control schemes over the United Kingdom,2022,Meteorological Applications,dynamics-weather-systems;observations-instruments;climate-variability-change;quality-control-uncertainty,observation;numerical_modeling;review_synthesis,train
https://doi.org/10.1002/met.2076,Modelling extreme rainfall events in Kigali city using generalized Pareto distribution,2022,Meteorological Applications,cloud-precipitation-microphysics;climate-variability-change;extremes;hydrometeorology,numerical_modeling,train
https://doi.org/10.1002/met.2089,Characterizing renewable energy compound events across Europe using a logistic regression‐based approach,2022,Meteorological Applications,dynamics-weather-systems;extremes,statistical_ml,train
https://doi.org/10.1002/met.2093,Characterizing the variability and meteorological drivers of wind power and solar power generation over Africa,2022,Meteorological Applications,forecasting-predictability,unspecified,blind_test
https://doi.org/10.1002/met.2098,A transformer neural network for predicting near‐surface temperature,2022,Meteorological Applications,forecasting-predictability;air-quality-exposure;observations-instruments;statistics-causal-ml,numerical_modeling;statistical_ml,blind_test
https://doi.org/10.1002/met.2119,Projected changes in extreme rainfall and temperature events and possible implications for Cameroon's socio‐economic sectors,2023,Meteorological Applications,cloud-precipitation-microphysics;climate-variability-change;extremes;hydrometeorology,numerical_modeling,train
https://doi.org/10.1002/met.2122,The role of global reanalyses in climate services for health: Insights from the Lancet Countdown,2023,Meteorological Applications,air-quality-exposure;climate-variability-change,unspecified,train
https://doi.org/10.1002/met.2134,"Greenland ice sheet rainfall climatology, extremes and atmospheric river rapids",2023,Meteorological Applications,dynamics-weather-systems;cloud-precipitation-microphysics;observations-instruments;climate-variability-change;extremes,observation,train
https://doi.org/10.1002/met.2141,Meteorological conditions during periods of low wind speed and insolation in Germany: The role of weather regimes,2023,Meteorological Applications,dynamics-weather-systems;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/met.2145,C3S Energy: A climate service for the provision of power supply and demand indicators for Europe based on the ERA5 reanalysis and ENTSO‐E data,2023,Meteorological Applications,unclassified,reanalysis,train
https://doi.org/10.1002/met.2147,Climate zones in Iran,2023,Meteorological Applications,climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/met.2161,Low‐cost air quality monitoring networks for long‐term field campaigns: A review,2023,Meteorological Applications,forecasting-predictability;atmospheric-chemistry;aerosols;air-quality-exposure;observations-instruments,observation;review_synthesis,blind_test
https://doi.org/10.1002/met.2204,Assessing the impact of bias correction approaches on climate extremes and the climate change signal,2024,Meteorological Applications,climate-variability-change;extremes;hydrometeorology;model-evaluation-downscaling,numerical_modeling,development
https://doi.org/10.1002/met.70043,Science–policy–practice insights for compound and multi‐hazard risks,2025,Meteorological Applications,atmospheric-chemistry,unspecified,train
https://doi.org/10.1002/qj.2743,The Climate‐system Historical Forecast Project: do stratosphere‐resolving models make better seasonal climate predictions in boreal winter?,2016,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;atmospheric-chemistry;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.2748,Kilometre‐scale ensemble data assimilation for the COSMO model (KENDA),2016,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;numerical-weather-prediction;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.2765,The role of the southern African easterly jet in modifying the southeast Atlantic aerosol and cloud environments,2016,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;atmospheric-chemistry;aerosols;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.2771,"Spatial and temporal distribution of hailstorms in the Alpine region: a long‐term, high resolution, radar‐based analysis",2016,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;cloud-precipitation-microphysics;remote-sensing-retrieval;observations-instruments;climate-variability-change,observation;remote_sensing;numerical_modeling,blind_test
https://doi.org/10.1002/qj.2774,Enhancing the impact of IASI observations through an updated observation‐error covariance matrix,2016,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;aerosols;observations-instruments;climate-variability-change;quality-control-uncertainty,observation;numerical_modeling,blind_test
https://doi.org/10.1002/qj.2781,"Dynamics of tropical–extratropical interactions and extreme precipitation events in Saudi Arabia in autumn, winter and spring",2016,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;cloud-precipitation-microphysics;climate-variability-change;extremes,numerical_modeling,train
https://doi.org/10.1002/qj.2782,Eleven‐year solar cycle signal in the NAO and Atlantic/European blocking,2016,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;atmospheric-chemistry;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.2784,Implicit equal‐weights particle filter,2016,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;observations-instruments;climate-variability-change;extremes;hydrometeorology,review_synthesis,train
https://doi.org/10.1002/qj.2802,Arctic amplification enhanced by latent energy transport of atmospheric planetary waves,2016,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.2822,Improvement of the forecast of convective activity from the AROME‐France system,2016,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;cloud-precipitation-microphysics;observations-instruments;climate-variability-change,observation;numerical_modeling,train
https://doi.org/10.1002/qj.2836,Observations of urban heat island advection from a high‐density monitoring network,2016,Quarterly Journal of the Royal Meteorological Society,air-quality-exposure;observations-instruments;land-atmosphere,observation,train
https://doi.org/10.1002/qj.2891,Large‐scale wind and precipitation extremes in the Mediterranean: dynamical aspects of five selected cyclone events,2016,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;cloud-precipitation-microphysics;climate-variability-change;extremes,numerical_modeling,train
https://doi.org/10.1002/qj.2910,"Tropical rainfall, Rossby waves and regional winter climate predictions",2016,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;cloud-precipitation-microphysics;climate-variability-change,numerical_modeling,development
https://doi.org/10.1002/qj.2931,Towards process‐level representation of model uncertainties: stochastically perturbed parametrizations in the ECMWF ensemble,2016,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;climate-variability-change,numerical_modeling,development
https://doi.org/10.1002/qj.2947,Large‐eddy simulations over Germany using ICON: a comprehensive evaluation,2016,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;aerosols;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.2949,A reassessment of temperature variations and trends from global reanalyses and monthly surface climatological datasets,2016,Quarterly Journal of the Royal Meteorological Society,observations-instruments;climate-variability-change,observation;numerical_modeling;review_synthesis,train
https://doi.org/10.1002/qj.2953,Sea‐surface emissivity parametrization from microwaves to millimetre waves,2016,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;remote-sensing-retrieval;hydrometeorology;land-atmosphere,remote_sensing;numerical_modeling,train
https://doi.org/10.1002/qj.2968,Calculating the millimetre‐wave scattering phase function of snowflakes using the self‐similar Rayleigh–Gans Approximation,2016,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;cloud-precipitation-microphysics;aerosols;observations-instruments,observation,train
https://doi.org/10.1002/qj.2976,Atmospheric seasonal forecasts of the twentieth century: multi‐decadal variability in predictive skill of the winter North Atlantic Oscillation (NAO) and their potential value for extreme event attribution,2016,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;climate-variability-change;extremes,numerical_modeling,train
https://doi.org/10.1002/qj.2982,A review of operational methods of variational and ensemble‐variational data assimilation,2016,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;numerical-weather-prediction;climate-variability-change,numerical_modeling;review_synthesis,train
https://doi.org/10.1002/qj.2998,"Stable boundary‐layer regimes at Dome C, Antarctica: observation and analysis",2017,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;air-quality-exposure;observations-instruments;climate-variability-change,observation;numerical_modeling,blind_test
https://doi.org/10.1002/qj.3017,Predictability of downward propagation of major sudden stratospheric warmings,2017,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;atmospheric-chemistry;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3028,Impact of urban canopy models and external parameters on the modelled urban energy balance in a tropical city,2017,Quarterly Journal of the Royal Meteorological Society,land-atmosphere,numerical_modeling,train
https://doi.org/10.1002/qj.3048,Estimating model‐error covariances in nonlinear state‐space models using Kalman smoothing and the expectation–maximization algorithm,2017,Quarterly Journal of the Royal Meteorological Society,observations-instruments;climate-variability-change;quality-control-uncertainty,numerical_modeling,blind_test
https://doi.org/10.1002/qj.3079,Madden—Julian Oscillation prediction and teleconnections in the S2S database,2017,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;atmospheric-chemistry;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3094,Stochastic representations of model uncertainties at ECMWF: state of the art and future vision,2017,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3129,Assessment of the World Wide Lightning Location Network (WWLLN) detection efficiency by comparison to the Lightning Imaging Sensor (LIS),2017,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;aerosols;observations-instruments;climate-variability-change,review_synthesis,train
https://doi.org/10.1002/qj.3130,On the representation error in data assimilation,2017,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;numerical-weather-prediction;climate-variability-change;quality-control-uncertainty,numerical_modeling,train
https://doi.org/10.1002/qj.3135,"The Met Office convective‐scale ensemble, MOGREPS‐UK",2017,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3138,Uncertainty quantification of pollutant source retrieval: comparison of Bayesian methods with application to the Chernobyl and Fukushima Daiichi accidental releases of radionuclides,2017,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;remote-sensing-retrieval;observations-instruments;quality-control-uncertainty,observation;remote_sensing,train
https://doi.org/10.1002/qj.3155,The link between eddy‐driven jet variability and weather regimes in the North Atlantic‐European sector,2017,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change,numerical_modeling,development
https://doi.org/10.1002/qj.3171,The assimilation of Cross‐track Infrared Sounder radiances at ECMWF,2017,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;atmospheric-chemistry,numerical_modeling,train
https://doi.org/10.1002/qj.3172,"The growing impact of satellite observations sensitive to humidity, cloud and precipitation",2017,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;aerosols;remote-sensing-retrieval;observations-instruments;climate-variability-change,observation;remote_sensing;numerical_modeling,train
https://doi.org/10.1002/qj.3179,Survey of data assimilation methods for convective‐scale numerical weather prediction at operational centres,2017,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;numerical-weather-prediction;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3184,A proof of concept for scale‐adaptive parametrizations: the case of the Lorenz '96 model,2017,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems,numerical_modeling,development
https://doi.org/10.1002/qj.3197,"The severe hailstorm in southwest Germany on 28 July 2013: characteristics, impacts and meteorological conditions",2017,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;cloud-precipitation-microphysics;aerosols,numerical_modeling,development
https://doi.org/10.1002/qj.3198,Large‐scale flows under location uncertainty: a consistent stochastic framework,2017,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;quality-control-uncertainty,unspecified,blind_test
https://doi.org/10.1002/qj.3200,"The evolution, seasonality and impacts of western disturbances",2017,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;aerosols;climate-variability-change;land-atmosphere,numerical_modeling,train
https://doi.org/10.1002/qj.3202,All‐sky satellite data assimilation at operational weather forecasting centres,2017,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;cloud-precipitation-microphysics;aerosols;remote-sensing-retrieval;numerical-weather-prediction;climate-variability-change,remote_sensing;numerical_modeling,train
https://doi.org/10.1002/qj.3224,Dependence of near‐surface similarity scaling on the anisotropy of atmospheric turbulence,2017,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;boundary-layer-turbulence,numerical_modeling,train
https://doi.org/10.1002/qj.3228,Linking Northern Hemisphere temperature extremes to Rossby wave packets,2018,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change;extremes,numerical_modeling,train
https://doi.org/10.1002/qj.3240,"On distinguishing snowfall from rainfall using near‐surface atmospheric information: C omparative analysis, uncertainties and hydrologic importance",2018,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;observations-instruments;hydrometeorology,observation,train
https://doi.org/10.1002/qj.3244,Validation of the CHIRPS satellite rainfall estimates over eastern Africa,2018,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;remote-sensing-retrieval;observations-instruments;climate-variability-change;quality-control-uncertainty,observation;remote_sensing;numerical_modeling,train
https://doi.org/10.1002/qj.3265,Estimates of flow‐dependent predictability of wintertime Euro‐Atlantic weather regimes in medium‐range forecasts,2018,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3266,Examining the role of unusually warm Indo‐Pacific sea‐surface temperatures in recent African droughts,2018,Quarterly Journal of the Royal Meteorological Society,climate-variability-change;extremes;hydrometeorology,numerical_modeling,train
https://doi.org/10.1002/qj.3267,Sting jets in extratropical cyclones: a review,2018,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems,numerical_modeling;review_synthesis,development
https://doi.org/10.1002/qj.3280,The influence of the stratospheric state on North Atlantic weather regimes,2018,Quarterly Journal of the Royal Meteorological Society,atmospheric-chemistry;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3284,"The spatial distribution and temporal variability of föhn winds over the Larsen C ice shelf, Antarctica",2018,Quarterly Journal of the Royal Meteorological Society,observations-instruments,observation,train
https://doi.org/10.1002/qj.3290,An overview of the TROPICS NASA Earth Venture Mission,2018,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3299,Atmospheric boundary‐layer characteristics from ceilometer measurements. Part 1: A new method to track mixed layer height and classify clouds,2018,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;atmospheric-chemistry;aerosols;observations-instruments,observation;numerical_modeling,development
https://doi.org/10.1002/qj.3313,The Global Precipitation Measurement (GPM) mission's scientific achievements and societal contributions: reviewing four years of advanced rain and snow observations,2018,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;observations-instruments,observation;numerical_modeling;review_synthesis,development
https://doi.org/10.1002/qj.3341,How far in advance can we predict changes in large‐scale flow leading to severe cold conditions over Europe?,2018,Quarterly Journal of the Royal Meteorological Society,climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3345,"Rainfall types over southern West Africa: Objective identification, climatology and synoptic environment",2018,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;observations-instruments;climate-variability-change,observation;numerical_modeling,blind_test
https://doi.org/10.1002/qj.3353,An atmospheric dynamics perspective on the amplification and propagation of forecast error in numerical weather prediction models: A case study,2018,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;numerical-weather-prediction;climate-variability-change;quality-control-uncertainty,numerical_modeling;review_synthesis,train
https://doi.org/10.1002/qj.3383,The ECMWF ensemble prediction system: Looking back (more than) 25 years and projecting forward 25 years,2018,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;climate-variability-change,numerical_modeling,blind_test
https://doi.org/10.1002/qj.3387,Ensemble size: How suboptimal is less than infinity?,2018,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3410,Predicting weather forecast uncertainty with machine learning,2018,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;climate-variability-change;hydrometeorology;statistics-causal-ml;quality-control-uncertainty,numerical_modeling;statistical_ml,development
https://doi.org/10.1002/qj.3463,Comparison of assimilating all‐sky and clear‐sky infrared radiances from Himawari‐8 in a mesoscale system,2018,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;atmospheric-radiation;aerosols,numerical_modeling,train
https://doi.org/10.1002/qj.3481,"Radiation, surface temperature and evaporation over wet surfaces",2019,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;atmospheric-radiation;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3482,"Promoting the use of probabilistic weather forecasts through a dialogue between scientists, developers and end‐users",2019,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3497,Current state of the global operational aerosol multi‐model ensemble: An update from the International Cooperative for Aerosol Prediction (ICAP),2019,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;cloud-precipitation-microphysics;atmospheric-chemistry;aerosols,numerical_modeling,train
https://doi.org/10.1002/qj.3501,"A mixed finite‐element, finite‐volume, semi‐implicit discretization for atmospheric dynamics: Cartesian geometry",2019,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems,numerical_modeling,blind_test
https://doi.org/10.1002/qj.3503,Development mechanisms for Mediterranean tropical‐like cyclones (medicanes),2019,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change,numerical_modeling,blind_test
https://doi.org/10.1002/qj.3533,The operational global four‐dimensional variational data assimilation system at the China Meteorological Administration,2019,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;numerical-weather-prediction;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3551,Particle filters for high‐dimensional geoscience applications: A review,2019,Quarterly Journal of the Royal Meteorological Society,climate-variability-change;extremes,numerical_modeling;review_synthesis,development
https://doi.org/10.1002/qj.3577,Assimilation of SMOS brightness temperatures in the ECMWF Integrated Forecasting System,2019,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;remote-sensing-retrieval;climate-variability-change;hydrometeorology;land-atmosphere,remote_sensing,train
https://doi.org/10.1002/qj.3598,Towards a more reliable historical reanalysis: Improvements for version 3 of the Twentieth Century Reanalysis system,2019,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change,numerical_modeling;reanalysis,blind_test
https://doi.org/10.1002/qj.3599,Processes determining heat waves across different European climates,2019,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3616,What global reanalysis best represents near‐surface winds?,2019,Quarterly Journal of the Royal Meteorological Society,climate-variability-change,numerical_modeling;reanalysis,blind_test
https://doi.org/10.1002/qj.3628,Use and impact of Arctic observations in the ECMWF Numerical Weather Prediction system,2019,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;observations-instruments;numerical-weather-prediction;climate-variability-change,observation;numerical_modeling,train
https://doi.org/10.1002/qj.3652,Techniques and challenges in the assimilation of atmospheric water observations for numerical weather prediction towards convective scales,2019,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;cloud-precipitation-microphysics;observations-instruments;numerical-weather-prediction;climate-variability-change,observation;numerical_modeling,train
https://doi.org/10.1002/qj.3654,Assimilation of satellite data in numerical weather prediction. Part I: The early years,2019,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;remote-sensing-retrieval;numerical-weather-prediction;climate-variability-change,remote_sensing;numerical_modeling,train
https://doi.org/10.1002/qj.3662,"Sugar, gravel, fish and flowers: Mesoscale cloud patterns in the trade winds",2019,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;atmospheric-chemistry;aerosols,unspecified,development
https://doi.org/10.1002/qj.3698,The effect of westerlies on East African rainfall and the associated role of tropical cyclones and the Madden–Julian Oscillation,2019,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;cloud-precipitation-microphysics;climate-variability-change,numerical_modeling,development
https://doi.org/10.1002/qj.3724,Enhanced extended‐range predictability of the 2018 late‐winter Eurasian cold spell due to the stratosphere,2019,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;atmospheric-chemistry;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3732,How does knowledge of atmospheric gravity waves guide their parameterizations?,2019,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;observations-instruments;model-evaluation-downscaling,observation,train
https://doi.org/10.1002/qj.3746,The evaluation of FY4A 's Geostationary Interferometric Infrared Sounder ( GIIRS ) long‐wave temperature sounding channels using the GRAPES global 4D‐Var,2020,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;observations-instruments;climate-variability-change,observation;numerical_modeling,train
https://doi.org/10.1002/qj.3748,Quality of wind characteristics in recent wind atlases over the North Sea,2020,Quarterly Journal of the Royal Meteorological Society,unclassified,numerical_modeling,train
https://doi.org/10.1002/qj.3749,Response of the Quasi‐Biennial Oscillation to a warming climate in global climate models,2020,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;atmospheric-chemistry;aerosols;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3757,Dynamical systems theory sheds new light on compound climate extremes in Europe and Eastern North America,2020,Quarterly Journal of the Royal Meteorological Society,climate-variability-change;extremes,numerical_modeling,blind_test
https://doi.org/10.1002/qj.3765,Evaluation of the Quasi‐Biennial Oscillation in global climate models for the SPARC QBO‐initiative,2020,Quarterly Journal of the Royal Meteorological Society,atmospheric-chemistry;climate-variability-change,numerical_modeling,development
https://doi.org/10.1002/qj.3784,On the role of Ural Blocking in driving the Warm Arctic–Cold Siberia pattern,2020,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change,numerical_modeling,blind_test
https://doi.org/10.1002/qj.3790,Evaluating the GECCO3 1948–2018 ocean synthesis – a configuration for initializing the MPI‐ESM climate model,2020,Quarterly Journal of the Royal Meteorological Society,climate-variability-change;ocean-atmosphere;earth-system-models,numerical_modeling;review_synthesis,train
https://doi.org/10.1002/qj.3803,The ERA5 global reanalysis,2020,Quarterly Journal of the Royal Meteorological Society,atmospheric-chemistry;climate-variability-change,numerical_modeling;reanalysis,development
https://doi.org/10.1002/qj.3819,A consistent interpretation of the stochastic version of the Ensemble Kalman Filter,2020,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;land-atmosphere,numerical_modeling,blind_test
https://doi.org/10.1002/qj.3822,Dynamics of concurrent and sequential Central European and Scandinavian heatwaves,2020,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change;extremes,numerical_modeling,train
https://doi.org/10.1002/qj.3826,Increasing heavy rainfall events in south India due to changing land use and land cover,2020,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;climate-variability-change;extremes,numerical_modeling;review_synthesis,train
https://doi.org/10.1002/qj.3858,Differences between the 2018 and 2019 stratospheric polar vortex split events,2020,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;atmospheric-chemistry;climate-variability-change,numerical_modeling,train
https://doi.org/10.1002/qj.3921,Convection‐permitting modelling improves simulated precipitation over the central and eastern Tibetan Plateau,2020,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;cloud-precipitation-microphysics;observations-instruments;climate-variability-change,observation;numerical_modeling,train
https://doi.org/10.1002/qj.3941,An evaluation of surface meteorology and fluxes over the Iceland and Greenland Seas in ERA5 reanalysis: The impact of sea ice distribution,2020,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change,numerical_modeling;reanalysis,train
https://doi.org/10.1002/qj.4005,The fractional energy balance equation,2021,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;statistics-causal-ml,statistical_ml,train
https://doi.org/10.1002/qj.4116,Using machine learning to correct model error in data assimilation and forecast applications,2021,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;numerical-weather-prediction;climate-variability-change;statistics-causal-ml;quality-control-uncertainty,numerical_modeling;statistical_ml,train
https://doi.org/10.1002/qj.4142,The impact of Aeolus wind retrievals on ECMWF global weather forecasts,2021,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;forecasting-predictability;cloud-precipitation-microphysics;aerosols;remote-sensing-retrieval,remote_sensing;numerical_modeling,development
https://doi.org/10.1002/qj.4174,The ERA5 global reanalysis: Preliminary extension to 1950,2021,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change,numerical_modeling;reanalysis,train
https://doi.org/10.1002/qj.4199,"Climate variability and impacts on maize (Zea mays) yield in Ghana, West Africa",2021,Quarterly Journal of the Royal Meteorological Society,climate-variability-change;land-atmosphere,unspecified,train
https://doi.org/10.1002/qj.4228,Assimilation of satellite data in numerical weather prediction. Part II : Recent years,2021,Quarterly Journal of the Royal Meteorological Society,forecasting-predictability;cloud-precipitation-microphysics;aerosols;remote-sensing-retrieval;numerical-weather-prediction;climate-variability-change,remote_sensing;numerical_modeling,train
https://doi.org/10.1002/qj.4330,"Coupled data assimilation at ECMWF: current status, challenges and future developments",2022,Quarterly Journal of the Royal Meteorological Society,observations-instruments;numerical-weather-prediction;climate-variability-change,observation;numerical_modeling,train
https://doi.org/10.1002/qj.4351,An evaluation of ERA5 precipitation for climate monitoring,2022,Quarterly Journal of the Royal Meteorological Society,cloud-precipitation-microphysics;observations-instruments;climate-variability-change,observation;numerical_modeling;reanalysis,train
https://doi.org/10.1002/qj.4589,Evaluation of 30 urban land surface models in the Urban‐PLUMBER project: Phase 1 results,2023,Quarterly Journal of the Royal Meteorological Society,climate-variability-change;land-atmosphere,numerical_modeling,train
https://doi.org/10.1002/qj.4803,The ERA5 global reanalysis from 1940 to 2022,2024,Quarterly Journal of the Royal Meteorological Society,dynamics-weather-systems;climate-variability-change,numerical_modeling;reanalysis,train
https://doi.org/10.1007/s00382-015-2907-4,Present-day and future Antarctic ice sheet climate and surface mass balance in the Community Earth System Model,2016,Climate Dynamics,dynamics-weather-systems;observations-instruments;climate-variability-change;earth-system-models,observation;numerical_modeling,train
