journal_rank,journal,title,doi,openalex_id,publication_date,year,type,openalex_cited_by_count,authors,topics,is_oa,oa_status,landing_page_url,pdf_url,wos_times_cited,download_status,local_path,sha256,notes
3,Climate Dynamics,Simulation of the present-day climate with the climate model INMCM5,https://doi.org/10.1007/s00382-017-3539-7,https://openalex.org/W2586235541,2017-02-06,2017,article,256,E. M. Volodin; Evgeny Mortikov; S. V. Kostrykin; V. Ya. Galin; V. N. Lykossov; Andrey Gritsun; N. A. Diansky; A. V. Gusev; Nikolay Iakovlev,Climate variability and models; Atmospheric and Environmental Gas Dynamics; Meteorological Phenomena and Simulations,False,closed,https://doi.org/10.1007/s00382-017-3539-7,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,Changes in the convective population and thermodynamic environments in convection-permitting regional climate simulations over the United States,https://doi.org/10.1007/s00382-017-4000-7,https://openalex.org/W2769491005,2017-11-25,2017,article,224,Kristen L. Rasmussen; Andreas F. Prein; Roy Rasmussen; Kyoko Ikeda; C. Liu,Climate variability and models; Meteorological Phenomena and Simulations; Tropical and Extratropical Cyclones Research,True,hybrid,https://doi.org/10.1007/s00382-017-4000-7,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,Variability of East Asian summer monsoon precipitation during the Holocene and possible forcing mechanisms,https://doi.org/10.1007/s00382-018-4175-6,https://openalex.org/W2791465782,2018-03-17,2018,article,176,Fuzhi Lu; Chunmei Ma; Cheng Zhu; Huayu Lu; Xiaojian Zhang; Kangyou Huang; Tianhong Guo; Kaifeng Li; Lan Li; Bing Li; Wenqing Zhang,Geology and Paleoclimatology Research; Geological formations and processes; Isotope Analysis in Ecology,False,closed,https://doi.org/10.1007/s00382-018-4175-6,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,Benefits of explicit urban parameterization in regional climate modeling to study climate and city interactions,https://doi.org/10.1007/s00382-018-4289-x,https://openalex.org/W2805512472,2018-06-09,2018,article,135,M. Daniel; Aude Lemonsu; Michel Déqué; Samuel Somot; Antoinette Alias; Valéry Masson,Urban Heat Island Mitigation; Remote Sensing and Land Use; Land Use and Ecosystem Services,True,hybrid,https://doi.org/10.1007/s00382-018-4289-x,https://link.springer.com/content/pdf/10.1007/s00382-018-4289-x.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-018-4289-x.pdf,e9177bae4d428a13f7249221938c8c14756a09e987286ff68d002c4c27c6bd07,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,Synergistic effects of synoptic weather patterns and topography on air quality: a case of the Sichuan Basin of China,https://doi.org/10.1007/s00382-019-04954-3,https://openalex.org/W2973022170,2019-09-09,2019,article,160,Guicai Ning; Steve Hung Lam Yim; Shigong Wang; Bolong Duan; Canqi Nie; Xu Yang; Jinyan Wang; Kezheng Shang,Atmospheric chemistry and aerosols; Atmospheric aerosols and clouds; Air Quality and Health Impacts,False,closed,https://doi.org/10.1007/s00382-019-04954-3,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,21st Century alpine climate change,https://doi.org/10.1007/s00382-022-06303-3,https://openalex.org/W4229450268,2022-05-10,2022,article,221,Sven Kotlarski; Andreas Gobiet; Samuel Morin; Marc Olefs; Jan Rajczak; Raphaëlle Samacoïts,Climate variability and models; Cryospheric studies and observations; Climate change and permafrost,True,hybrid,https://doi.org/10.1007/s00382-022-06303-3,https://link.springer.com/content/pdf/10.1007/s00382-022-06303-3.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-022-06303-3.pdf,dbdc2e67b50d6d8ddebb3ed0a4d7673aaed677cef7427152aa8fbdd20a393e60,TimeoutError: The read operation timed out
3,Climate Dynamics,Comparison of various drought indices to monitor drought status in Pakistan,https://doi.org/10.1007/s00382-017-3987-0,https://openalex.org/W2768091302,2017-11-07,2017,article,218,Shahzada Adnan; Kalim Ullah; Shuanglin Li; Shouting Gao; Azmat Hayat Khan; Rashed Mahmood,Hydrology and Drought Analysis; Climate variability and models; Irrigation Practices and Water Management,False,closed,https://doi.org/10.1007/s00382-017-3987-0,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,Bias correction of temperature and precipitation over China for RCM simulations using the QM and QDM methods,https://doi.org/10.1007/s00382-020-05447-4,https://openalex.org/W3084519032,2020-09-08,2020,article,221,Yao Tong; Xuejie Gao; Zhenyu Han; Yaqi Xu; Ying Xu; Filippo Giorgi,Climate variability and models; Meteorological Phenomena and Simulations; Hydrology and Watershed Management Studies,True,hybrid,https://doi.org/10.1007/s00382-020-05447-4,https://link.springer.com/content/pdf/10.1007/s00382-020-05447-4.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-020-05447-4.pdf,ab794b08a8193c958d047de4274964d8eb62194801f77785978d406765fbc4d2,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,Disentangling the impact of nutrient load and climate changes on Baltic Sea hypoxia and eutrophication since 1850,https://doi.org/10.1007/s00382-018-4296-y,https://openalex.org/W2808359520,2018-06-11,2018,article,182,H. E. Markus Meier; Kari Eilola; Elin Almroth‐Rosell; Semjon Schimanke; Madline Kniebusch; Anders Höglund; Per Pemberton; Y. Liu; Germo Väli; Sofia Saraiva,Marine and coastal ecosystems; Oceanographic and Atmospheric Processes; Arctic and Antarctic ice dynamics,False,closed,https://doi.org/10.1007/s00382-018-4296-y,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,The role of latent heating in atmospheric blocking dynamics: a global climatology,https://doi.org/10.1007/s00382-019-04919-6,https://openalex.org/W2966738519,2019-08-07,2019,article,202,Daniel Steinfeld; Stephan Pfahl,Climate variability and models; Atmospheric Ozone and Climate; Meteorological Phenomena and Simulations,True,bronze,https://doi.org/10.1007/s00382-019-04919-6,https://link.springer.com/content/pdf/10.1007/s00382-019-04919-6.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-019-04919-6.pdf,508d00a342e58b5c7e62795dc1277586ea8b14eaf2dca44490a2136a076e240a,TimeoutError: The read operation timed out
3,Climate Dynamics,Response of a comprehensive climate model to a broad range of external forcings: relevance for deep ocean ventilation and the development of late Cenozoic ice ages,https://doi.org/10.1007/s00382-018-4157-8,https://openalex.org/W2793356036,2018-03-09,2018,article,150,Eric D. Galbraith; Casimir de Lavergne,Geology and Paleoclimatology Research; Methane Hydrates and Related Phenomena; Climate variability and models,True,hybrid,https://doi.org/10.1007/s00382-018-4157-8,https://link.springer.com/content/pdf/10.1007/s00382-018-4157-8.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-018-4157-8.pdf,d1d4a1785bfee8f395ef6634a0baaa2b8e1ca2f407d711ebf25f367811e072a7,
3,Climate Dynamics,"Climatology of thunderstorms, convective rainfall and dry lightning environments in Australia",https://doi.org/10.1007/s00382-020-05167-9,https://openalex.org/W3007989657,2020-02-16,2020,article,108,Andrew Dowdy,Fire effects on ecosystems; Lightning and Electromagnetic Phenomena; Plant Water Relations and Carbon Dynamics,False,closed,https://doi.org/10.1007/s00382-020-05167-9,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,Changing status of tropical cyclones over the north Indian Ocean,https://doi.org/10.1007/s00382-021-05880-z,https://openalex.org/W3184466882,2021-07-17,2021,article,209,Medha Deshpande; Vineet Kumar Singh; Mano Kranthi Ganadhi; Mathew Koll Roxy; R. Emmanuel; Umesh Kumar,Tropical and Extratropical Cyclones Research; Ocean Waves and Remote Sensing; Climate variability and models,False,closed,https://doi.org/10.1007/s00382-021-05880-z,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,Impact of model resolution on simulating the water vapor transport through the central Himalayas: implication for models’ wet bias over the Tibetan Plateau,https://doi.org/10.1007/s00382-018-4074-x,https://openalex.org/W2786865944,2018-01-19,2018,article,208,Changgui Lin; Deliang Chen; Kun Yang; Tinghai Ou,Cryospheric studies and observations; Climate variability and models; Climate change and permafrost,True,hybrid,https://doi.org/10.1007/s00382-018-4074-x,https://link.springer.com/content/pdf/10.1007%2Fs00382-018-4074-x.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-018-4074-x.pdf,1c913d397d73ae6fc7948d40d75c23c1669b0700d995db051755f4bb999fb674,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,Response of streamflow and sediment variability to cascade dam development and climate change in the Sai Gon Dong Nai River basin,https://doi.org/10.1007/s00382-024-07319-7,https://openalex.org/W4400369360,2024-07-05,2024,article,106,Binh Quang Nguyen; Đoàn Văn Bình; Thanh‐Nhan‐Duc Tran; Sameh A. Kantoush; Tetsuya Sumi,Hydrology and Watershed Management Studies; Flood Risk Assessment and Management; Hydrological Forecasting Using AI,False,closed,https://doi.org/10.1007/s00382-024-07319-7,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,Sea-level variability in the Mediterranean Sea from altimetry and tide gauges,https://doi.org/10.1007/s00382-016-3001-2,https://openalex.org/W2254872844,2016-02-09,2016,article,124,Antonio Bonaduce; Nadia Pinardi; Paolo Oddo; Giorgio Spada; G. Larnicol,Oceanographic and Atmospheric Processes; Ocean Waves and Remote Sensing; Geophysics and Gravity Measurements,True,hybrid,https://doi.org/10.1007/s00382-016-3001-2,https://link.springer.com/content/pdf/10.1007%2Fs00382-016-3001-2.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-016-3001-2.pdf,fa9c901656e50ebc7aa2215e4940e0d21e677c258525e90d68fd7a01a376f974,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,Quantitative Holocene climatic reconstructions for the lower Yangtze region of China,https://doi.org/10.1007/s00382-017-3664-3,https://openalex.org/W2604523137,2017-04-05,2017,article,118,Jianyong Li; John Dodson; Hong Yan; Weiming Wang; James B. Innés; Yongqiang Zong; Xiaojian Zhang; Qinghai Xu; Jian Ni; Fengyan Lu,Geology and Paleoclimatology Research; Tree-ring climate responses; Archaeology and ancient environmental studies,True,green,https://durham-repository.worktribe.com/output/1359961,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,Seasonal soil moisture and drought occurrence in Europe in CMIP5 projections for the 21st century,https://doi.org/10.1007/s00382-017-3671-4,https://openalex.org/W2605938988,2017-04-11,2017,article,218,Kimmo Ruosteenoja; Tiina Markkanen; Ari Venäläinen; Petri Räisänen; Heli Peltola,Climate variability and models; Hydrology and Drought Analysis; Plant Water Relations and Carbon Dynamics,False,closed,https://doi.org/10.1007/s00382-017-3671-4,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,Climate change projections of temperature and precipitation in Chile based on statistical downscaling,https://doi.org/10.1007/s00382-020-05231-4,https://openalex.org/W3015828283,2020-04-09,2020,article,203,Daniela Araya-Osses; Ana Casanueva; Celián Román‐Figueroa; Juan Manuel Jaramillo; Manuel Paneque,Climate variability and models; Cryospheric studies and observations; Climate change and permafrost,True,hybrid,https://doi.org/10.1007/s00382-020-05231-4,https://link.springer.com/content/pdf/10.1007/s00382-020-05231-4.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-020-05231-4.pdf,9e3007fb9fb2ef45cbbe4f70c25a431bf399bc6cbc27a951553b36eaf5fadec8,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,The global energy balance as represented in CMIP6 climate models,https://doi.org/10.1007/s00382-020-05282-7,https://openalex.org/W3028736124,2020-05-25,2020,article,224,Martin Wild,Climate variability and models; Atmospheric and Environmental Gas Dynamics; Meteorological Phenomena and Simulations,True,hybrid,https://doi.org/10.1007/s00382-020-05282-7,https://link.springer.com/content/pdf/10.1007/s00382-020-05282-7.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-020-05282-7.pdf,ab2e0fd8245aa0de43ae6514bee9a281bdca12b67acf2091acb1d5c79e3957a9,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,ENSO modulation of seasonal rainfall and extremes in Indonesia,https://doi.org/10.1007/s00382-017-4028-8,https://openalex.org/W2771248772,2017-12-11,2017,article,221,Supari Supari; Fredolin Tangang; Ester Salimun; Edvin Aldrian; Ardhasena Sopaheluwakan; Liew Juneng,Climate variability and models; Tropical and Extratropical Cyclones Research; Meteorological Phenomena and Simulations,False,closed,https://doi.org/10.1007/s00382-017-4028-8,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,An assessment of ten ocean reanalyses in the polar regions,https://doi.org/10.1007/s00382-018-4242-z,https://openalex.org/W2804729487,2018-05-17,2018,article,196,Petteri Uotila; Hugues Goosse; Keith Haines; Matthieu Chevallier; Antoine Barthélemy; Clément Bricaud; Jim Carton; Neven S. Fučkar; Gilles Garric; Doroteaciro Iovino; Frank Kauker; Meri Korhonen; Vidar S. Lien; Marika Marnela; François Massonnet; Davi Mignac; K. Andrew Peterson; Remon Sadikni; Li Shi; Steffen Tietsche; Takahiro Toyoda; Jiping Xie; Zhaoru Zhang,Arctic and Antarctic ice dynamics; Cryospheric studies and observations; Climate variability and models,True,hybrid,https://doi.org/10.1007/s00382-018-4242-z,https://link.springer.com/content/pdf/10.1007/s00382-018-4242-z.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-018-4242-z.pdf,6448f02e3932d62da3ae225ee527b1b882cd5abdb57ee74cf883d91e01f0154c,TimeoutError: The read operation timed out
3,Climate Dynamics,The role of the North Atlantic Oscillation in European climate projections,https://doi.org/10.1007/s00382-016-3502-z,https://openalex.org/W2565258184,2016-12-30,2016,article,222,Clara Deser; James W. Hurrell; Adam S. Phillips,Climate variability and models; Meteorological Phenomena and Simulations; Atmospheric and Environmental Gas Dynamics,True,hybrid,https://doi.org/10.1007/s00382-016-3502-z,https://link.springer.com/content/pdf/10.1007%2Fs00382-016-3502-z.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-016-3502-z.pdf,623383205153e0aef21b4249bb56623ee9bc5912aa871e401bf35ec1851882c9,
3,Climate Dynamics,Deterministic skill of ENSO predictions from the North American Multimodel Ensemble,https://doi.org/10.1007/s00382-017-3603-3,https://openalex.org/W2596354642,2017-03-13,2017,article,219,Anthony G. Barnston; Michael K. Tippett; Meghana Ranganathan; Michelle L’Heureux,Climate variability and models; Meteorological Phenomena and Simulations; Oceanographic and Atmospheric Processes,True,hybrid,https://doi.org/10.1007/s00382-017-3603-3,https://link.springer.com/content/pdf/10.1007/s00382-017-3603-3.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-017-3603-3.pdf,a5ec82ace4a576c56a1ee2891a2ff19121399bdc3ca440a7cc30b281b44e00bc,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,Advancing global storm surge modelling using the new ERA5 climate reanalysis,https://doi.org/10.1007/s00382-019-05044-0,https://openalex.org/W2988241310,2019-11-06,2019,article,195,Job Dullaart; Sanne Muis; Nadia Bloemendaal; Jeroen C. J. H. Aerts,Tropical and Extratropical Cyclones Research; Climate variability and models; Ocean Waves and Remote Sensing,True,hybrid,https://doi.org/10.1007/s00382-019-05044-0,https://link.springer.com/content/pdf/10.1007/s00382-019-05044-0.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-019-05044-0.pdf,e35e3da82a7794e53af26562dfc0ebeb03b5eea1d7db0248e05d05d968ebe251,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,Evaluation of current and projected Antarctic precipitation in CMIP5 models,https://doi.org/10.1007/s00382-016-3071-1,https://openalex.org/W2320670507,2016-03-30,2016,article,209,Cyril Palerme; Christophe Genthon; Chantal Claud; Jennifer E. Kay; Norman B. Wood; Tristan L’Ecuyer,Cryospheric studies and observations; Climate variability and models; Atmospheric and Environmental Gas Dynamics,True,hybrid,https://doi.org/10.1007/s00382-016-3071-1,https://link.springer.com/content/pdf/10.1007%2Fs00382-016-3071-1.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-016-3071-1.pdf,fda75a8f0f3b99b61022427ad20c835e5dcce706c49967f0ab4bc6ac3795bb34,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,Present-day and future Antarctic ice sheet climate and surface mass balance in the Community Earth System Model,https://doi.org/10.1007/s00382-015-2907-4,https://openalex.org/W2265817814,2016-02-01,2016,article,171,Jan T. M. Lenaerts; Miren Vizcaíno; Jeremy Fyke; Leo van Kampenhout; M. R. van den Broeke,Cryospheric studies and observations; Arctic and Antarctic ice dynamics; Climate change and permafrost,True,hybrid,https://doi.org/10.1007/s00382-015-2907-4,https://link.springer.com/content/pdf/10.1007/s00382-015-2907-4.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-015-2907-4.pdf,389d6fd9032b06bfe8e3a2fd12ce243659a3166e2c25c0adf2a3b012d96691af,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,Large discrepancies in summer climate change over Europe as projected by global and regional climate models: causes and consequences,https://doi.org/10.1007/s00382-020-05153-1,https://openalex.org/W3006181907,2020-02-14,2020,article,213,Julien Boé; Samuel Somot; Lola Corre; Pierre Nabat,Climate variability and models; Meteorological Phenomena and Simulations; Atmospheric and Environmental Gas Dynamics,True,green,https://hal.science/hal-02908731,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,Evolution of Mediterranean Sea water properties under climate change scenarios in the Med-CORDEX ensemble,https://doi.org/10.1007/s00382-019-05105-4,https://openalex.org/W3000078012,2020-01-16,2020,article,177,Javier Soto‐Navarro; Gabriel Jordá; Ángel Amores; William Cabos; Samuel Somot; Florence Sevault; Diego Macías; Vladimir Djurdjević; Gianmaria Sannino; Laurent Li; Dmitry Sein,Oceanographic and Atmospheric Processes; Climate variability and models; Marine and coastal ecosystems,True,bronze,https://doi.org/10.1007/s00382-019-05105-4,https://link.springer.com/content/pdf/10.1007/s00382-019-05105-4.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-019-05105-4.pdf,3ef954faffbf22649a15e5c949247e3358715b8f0c6e044ceedfcb7788a3adcb,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,Projected future changes in rainfall in Southeast Asia based on CORDEX–SEA multi-model simulations,https://doi.org/10.1007/s00382-020-05322-2,https://openalex.org/W3034695376,2020-06-09,2020,article,210,Fredolin Tangang; Jing Xiang Chung; Liew Juneng; Supari Supari; Ester Salimun; Sheau Tieh Ngai; Ahmad Fairudz Jamaluddin; Mohd Syazwan Faisal Mohd; Faye Cruz; Gemma Narisma; Jerasorn Santisirisomboon; Thanh Ngo‐Duc; Phan Van Tan; Patama Singhruck; Dodo Gunawan; Edvin Aldrian; Ardhasena Sopaheluwakan; Grigory Nikulin; Armelle Reca Remedio; Dmitry Sein; David Hein‐Griggs; John L. McGregor; Hongwei Yang; Hidetaka Sasaki; Pankaj Kumar,Climate variability and models; Meteorological Phenomena and Simulations; Cryospheric studies and observations,True,hybrid,https://doi.org/10.1007/s00382-020-05322-2,https://link.springer.com/content/pdf/10.1007/s00382-020-05322-2.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-020-05322-2.pdf,dd0db84b362992879f83378a53c86d0ba64e4f2d814b4af61b999193e7f0bee1,
3,Climate Dynamics,Pan-European climate at convection-permitting scale: a model intercomparison study,https://doi.org/10.1007/s00382-018-4114-6,https://openalex.org/W2790438760,2018-03-15,2018,article,203,Ségolène Berthou; Elizabeth Kendon; Steven Chan; Nikolina Ban; David Leutwyler; Christoph Schär; Giorgia Fosser,Climate variability and models; Meteorological Phenomena and Simulations; Hydrology and Drought Analysis,False,closed,https://doi.org/10.1007/s00382-018-4114-6,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,Elevation-dependent warming in global climate model simulations at high spatial resolution,https://doi.org/10.1007/s00382-018-4287-z,https://openalex.org/W2805708280,2018-06-09,2018,article,205,Elisa Palazzi; Luca Mortarini; Silvia Terzago; Jost von Hardenberg,Climate variability and models; Cryospheric studies and observations; Meteorological Phenomena and Simulations,True,hybrid,https://doi.org/10.1007/s00382-018-4287-z,https://link.springer.com/content/pdf/10.1007/s00382-018-4287-z.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-018-4287-z.pdf,7abb1f9d26de1d684d592c6d15de91a95de82ed196a0f7dee8b7fa6d9874a446,
3,Climate Dynamics,"Tropical cyclone sensitivities to CO2 doubling: roles of atmospheric resolution, synoptic variability and background climate changes",https://doi.org/10.1007/s00382-019-04913-y,https://openalex.org/W2968554685,2019-08-13,2019,article,197,Gabriel A. Vecchi; Thomas L. Delworth; Hiroyuki Murakami; Seth Underwood; Andrew T. Wittenberg; Fanrong Zeng; Wei Zhang; Jane W. Baldwin; Kieran T. Bhatia; William Cooke; Jie He; Sarah Kapnick; Thomas R. Knutson; Gabriele Villarini; Karin van der Wiel; W. Anderson; V. Balaji; Jan‐Huey Chen; Keith W. Dixon; Rich Gudgel; Lucas Harris; Liwei Jia; Nathaniel C. Johnson; Shian‐Jiann Lin; Maofeng Liu; Ching Ho Justin Ng; Anthony Rosati; James A. Smith; Xiaosong Yang,Tropical and Extratropical Cyclones Research; Climate variability and models; Meteorological Phenomena and Simulations,True,hybrid,https://doi.org/10.1007/s00382-019-04913-y,https://link.springer.com/content/pdf/10.1007/s00382-019-04913-y.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-019-04913-y.pdf,0345d63974577cb6ce1055be49b7cb083ef954fb66428e4400dc4e99870418a1,TimeoutError: The read operation timed out
3,Climate Dynamics,Drought in the Eastern Cape region of South Africa and trends in rainfall characteristics,https://doi.org/10.1007/s00382-020-05413-0,https://openalex.org/W3049119755,2020-08-14,2020,article,155,Precious Mahlalela; Ross C. Blamey; Neil Hart; C. J. C. Reason,Hydrology and Drought Analysis; Climate variability and models; Climate change impacts on agriculture,True,bronze,https://doi.org/10.1007/s00382-020-05413-0,https://link.springer.com/content/pdf/10.1007/s00382-020-05413-0.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-020-05413-0.pdf,8154ad94873b8f2ffe5ee81480d43be431ea67170901d300eb972a3c4ea77ab4,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,Baltic Sea ecosystem response to various nutrient load scenarios in present and future climates,https://doi.org/10.1007/s00382-018-4330-0,https://openalex.org/W2811416900,2018-07-02,2018,article,117,Sofia Saraiva; H. E. Markus Meier; Helén C. Andersson; Anders Höglund; Christian Dieterich; Matthias Gröger; Robinson Hordoir; Kari Eilola,Marine and coastal ecosystems; Peatlands and Wetlands Ecology; Climate variability and models,True,hybrid,https://doi.org/10.1007/s00382-018-4330-0,https://link.springer.com/content/pdf/10.1007%2Fs00382-018-4330-0.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-018-4330-0.pdf,4a339cd71055578fe4f1b79b0cddf822ccc69231df0f9498f684b7d2f4b27468,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,Effects of Amazon basin deforestation on regional atmospheric circulation and water vapor transport towards tropical South America,https://doi.org/10.1007/s00382-020-05223-4,https://openalex.org/W3017365901,2020-04-13,2020,article,150,Melissa Ruiz‐Vásquez; Paola A. Arias; J. Alejandro Martínez; Jhan Carlo Espinoza,Climate variability and models; Plant Water Relations and Carbon Dynamics; Land Use and Ecosystem Services,False,closed,https://doi.org/10.1007/s00382-020-05223-4,,,skipped_final_no_direct_pdf,,,
3,Climate Dynamics,MJO simulation in CMIP5 climate models: MJO skill metrics and process-oriented diagnosis,https://doi.org/10.1007/s00382-017-3558-4,https://openalex.org/W2601343207,2017-03-23,2017,article,190,on behalf of WGNE MJO Task Force; Min‐Seop Ahn; Daehyun Kim; Kenneth R. Sperber; In‐Sik Kang; Eric D. Maloney; Duane E. Waliser; Harry H. Hendon,Climate variability and models; Meteorological Phenomena and Simulations; Tropical and Extratropical Cyclones Research,True,hybrid,https://doi.org/10.1007/s00382-017-3558-4,https://link.springer.com/content/pdf/10.1007%2Fs00382-017-3558-4.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-017-3558-4.pdf,79ff2120e800236fa132e9faa687906d2ad5fadbba117a0b2dc9aceeddb84967,
3,Climate Dynamics,Impacts of recent decadal changes in Asian aerosols on the East Asian summer monsoon: roles of aerosol–radiation and aerosol–cloud interactions,https://doi.org/10.1007/s00382-019-04698-0,https://openalex.org/W2921620229,2019-03-09,2019,article,133,Buwen Dong; Laura J. Wilcox; E. J. Highwood; Rowan Sutton,Atmospheric chemistry and aerosols; Climate variability and models; Atmospheric aerosols and clouds,True,hybrid,https://doi.org/10.1007/s00382-019-04698-0,https://link.springer.com/content/pdf/10.1007/s00382-019-04698-0.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-019-04698-0.pdf,fc18b696853ec7f2cc73a3d2d17409e4cec327beff46cff7b08e72fc2e8b5f93,
3,Climate Dynamics,"Projected future daily characteristics of African precipitation based on global (CMIP5, CMIP6) and regional (CORDEX, CORDEX-CORE) climate models",https://doi.org/10.1007/s00382-021-05859-w,https://openalex.org/W3176202373,2021-06-30,2021,article,184,Alessandro Dosio; Martin Jury; Mansour Almazroui; Moetasim Ashfaq; Ismaïla Diallo; François Engelbrecht; Nana Ama Browne Klutse; Chris Lennard; Izidine Pinto; Mouhamadou Bamba Sylla; Alain T. Tamoffo,Climate variability and models; Meteorological Phenomena and Simulations; Hydrology and Drought Analysis,True,hybrid,https://doi.org/10.1007/s00382-021-05859-w,https://link.springer.com/content/pdf/10.1007/s00382-021-05859-w.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-021-05859-w.pdf,02b9c0efff58b733a5117e8ddd51227171af226fa4bb0f43fe266d9eb535c100,URLError: <urlopen error [SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1032)>
3,Climate Dynamics,"An overview of the performance of CMIP6 models in the tropical Atlantic: mean state, variability, and remote impacts",https://doi.org/10.1007/s00382-020-05409-w,https://openalex.org/W3049063916,2020-08-14,2020,article,181,Ingo Richter; Hiroki Tokinaga,Climate variability and models; Oceanographic and Atmospheric Processes; Meteorological Phenomena and Simulations,True,green,http://hdl.handle.net/2324/7420572,https://catalog.lib.kyushu-u.ac.jp/opac_download_md/7420572/7420572.pdf,,downloaded_verified,data\papers\03\10.1007_s00382-020-05409-w.pdf,b1731d4d03edc223b47bc4959a6373bdd32a0067b790c555a316c928f25fb907,
3,Climate Dynamics,Recent trends and tele-connections among South and East Asian summer monsoons in a warming environment,https://doi.org/10.1007/s00382-016-3218-0,https://openalex.org/W2410237784,2016-06-09,2016,article,178,B. Preethi; Milind Mujumdar; R. H. Kripalani; Amita Prabhu; R. Krishnan,Climate variability and models; Meteorological Phenomena and Simulations; Tropical and Extratropical Cyclones Research,False,closed,https://doi.org/10.1007/s00382-016-3218-0,,,skipped_final_no_direct_pdf,,,
